Edad,Educacion,Sector,Ingreso
35,Secundario,Servicios,36715.72516023711
55,Primario,Servicios,41452.018042230164
35,Secundario,Servicios,31922.414512695494
71,Secundario,Servicios,47036.36849061568
49,Primario,Servicios,41313.26676950095
46,Universitario,Servicios,38708.625984870865
36,Universitario,Industria,39024.75436772518
52,,Tecnología,60137.47435872947
39,Secundario,Industria,42914.3081188766
46,Secundario,Agricultura,24885.06362234075
70,Secundario,Agricultura,
44,Secundario,Tecnología,53681.115101132775
56,Primario,Servicios,37786.67038717702
37,Secundario,Agricultura,23050.62261155716
44,Universitario,Servicios,
62,Secundario,Industria,46378.20998755084
38,Primario,Industria,39363.91616947804
63,Universitario,Servicios,
52,Secundario,Agricultura,33696.48129641918
39,Secundario,Tecnología,56311.000425072125
51,Primario,Servicios,
54,Secundario,Industria,
51,Universitario,Industria,
29,Secundario,Industria,33818.824945603024
37,Secundario,Servicios,40603.71019311684
42,Universitario,Servicios,44028.786574551545
44,Universitario,Servicios,30869.365223509256
51,Universitario,Industria,43303.885636454484
46,Secundario,Tecnología,57280.758630491975
31,Secundario,Agricultura,
48,Universitario,Servicios,41223.862213823464
51,,Tecnología,57486.91119037355
50,Primario,Industria,
55,Primario,Industria,
53,Secundario,Servicios,42050.29612252886
49,Universitario,Servicios,43707.94505327893
44,Secundario,Industria,
28,Secundario,Industria,35944.210047767025
49,Primario,Servicios,36335.13102183214
47,Secundario,Agricultura,34112.57225187859
47,Universitario,Servicios,42246.544497991774
32,Secundario,Servicios,33356.24159461367
34,Universitario,Servicios,27292.01407123601
55,,Tecnología,58788.70222419663
44,Secundario,Servicios,37304.10854562249
51,Secundario,Industria,47097.33758269668
45,Secundario,Servicios,45890.16870715923
45,Universitario,Industria,39456.048230404005
54,,Tecnología,63622.3569673435
39,Secundario,Agricultura,36556.452433313156
45,Universitario,Agricultura,42085.79898169119
40,Secundario,Servicios,34382.41030726415
40,Universitario,Agricultura,32965.7178108808
41,Secundario,Industria,45679.04142879459
47,Primario,Tecnología,59581.926926213164
40,Secundario,Servicios,35604.619195042775
57,Universitario,Servicios,44543.90155800019
36,Secundario,Servicios,24271.015659121258
43,Universitario,Industria,46928.277960250525
40,Universitario,Agricultura,31504.71161464787
59,Secundario,Servicios,
46,Universitario,Industria,53587.44878287823
55,Primario,Industria,46300.26392483779
30,Secundario,Servicios,30387.696043739877
47,Primario,Industria,53766.21320881894
53,Universitario,Agricultura,32871.754780600575
45,Secundario,Servicios,35799.53886825385
55,Primario,Industria,
39,Secundario,Industria,45962.9379285182
59,Secundario,Agricultura,
67,Primario,Servicios,
41,Universitario,Servicios,34271.32574749124
40,Universitario,Servicios,33570.582267151156
59,Secundario,Servicios,
60,Universitario,Agricultura,40703.374634519314
39,Secundario,Servicios,37272.823023551886
40,Universitario,Industria,35895.95298380639
42,Secundario,Industria,48055.763950243425
31,Secundario,Industria,40410.275383986496
35,Primario,Agricultura,34538.128190375624
34,Universitario,Tecnología,55376.79330916269
37,Secundario,Industria,46205.291830943046
44,Primario,Industria,46466.18124580051
47,Primario,Industria,51184.90302481099
60,,Tecnología,66089.00254407112
35,Secundario,Servicios,33608.33901422838
54,Universitario,Servicios,
42,Universitario,Industria,47356.148489119565
44,Primario,Industria,46894.97768401765
51,Universitario,Industria,42294.782333846655
33,Primario,Servicios,28046.769530145848
48,Universitario,Agricultura,35370.861928567414
46,Universitario,Servicios,38982.084791072964
49,,Tecnología,57143.509739966736
47,Universitario,Servicios,39363.93079844824
69,Secundario,Servicios,53954.50771217438
38,Secundario,Servicios,37981.6098982012
39,Universitario,Servicios,31035.965960989048
38,Secundario,Industria,41753.96469142823
39,Secundario,Industria,39380.134076589755
38,Secundario,Industria,40649.200334365756
56,Universitario,Servicios,
59,Secundario,Industria,48689.41766958398
39,Primario,Servicios,30579.45851210642
36,Universitario,Industria,40889.38127392724
49,Universitario,Servicios,37357.56945261076
39,Primario,Servicios,23882.20523999093
51,,Industria,55611.88809800665
47,,Tecnología,63155.07861686669
29,Secundario,Agricultura,25094.797100300017
60,Secundario,Industria,
62,Universitario,Servicios,
38,Secundario,Servicios,41982.89151124346
41,Secundario,Agricultura,38989.154779092445
47,Secundario,Servicios,39426.7749129861
48,Universitario,Servicios,43294.12257674138
51,Secundario,Agricultura,36101.147115735694
65,Universitario,Servicios,
43,Secundario,Tecnología,55552.70652414537
37,Primario,Agricultura,30327.71186708783
31,Secundario,Industria,37581.80912502622
37,Secundario,Servicios,33925.386890259855
44,Secundario,Industria,44234.401769963544
62,Primario,Servicios,
39,Primario,Servicios,35809.03396198993
47,Universitario,Servicios,34557.57973441359
44,Secundario,Agricultura,29731.935403488256
56,Universitario,Servicios,37261.66293720012
70,Secundario,Industria,
39,Secundario,Industria,34177.4122326387
40,Secundario,Industria,47614.361373267704
55,Secundario,Industria,
51,Secundario,Agricultura,
63,Secundario,Servicios,34787.4516486908
50,Primario,Servicios,
41,Secundario,Servicios,36143.26335484472
50,Secundario,Servicios,35957.607120284345
56,Universitario,Servicios,40339.126424767026
53,Universitario,Servicios,47320.78079545341
50,Universitario,Servicios,
55,Universitario,Industria,
56,Secundario,Industria,
58,Secundario,Servicios,
51,Universitario,Tecnología,59546.17288259825
43,,Tecnología,59184.796749453264
46,Secundario,Servicios,36258.73314972936
57,Primario,Servicios,
36,Secundario,Servicios,42140.61616024092
48,Secundario,Tecnología,62462.00408977705
41,Universitario,Industria,43207.64597067691
45,Secundario,Agricultura,32267.398115786822
57,Secundario,Servicios,
46,Universitario,Servicios,
45,Primario,Servicios,35490.74621619479
31,Secundario,Servicios,32580.89083599993
52,Primario,Industria,48004.79160752434
51,Universitario,Industria,45392.86322875387
66,Universitario,Industria,47910.137808463594
41,Secundario,Industria,44691.89801447067
47,Universitario,Industria,45555.984112578466
47,Secundario,Servicios,40800.96187774628
60,Universitario,Industria,
44,Universitario,Servicios,
47,Universitario,Industria,42292.90487515262
51,Primario,Servicios,
46,Universitario,Industria,38409.45396068695
40,Universitario,Servicios,37739.080258227565
46,Secundario,Agricultura,35301.72273010649
55,Universitario,Servicios,38817.77172823647
34,Secundario,Agricultura,30297.575751444052
46,Universitario,Industria,50518.074679040634
37,Primario,Industria,32932.724642583744
56,Universitario,Servicios,44410.97922996326
29,Secundario,Servicios,21626.91671867969
39,Primario,Agricultura,26737.340785907167
48,Secundario,Agricultura,40716.665459603784
60,Primario,Servicios,
44,Secundario,Industria,39904.48014236411
39,Secundario,Servicios,34808.24908406127
63,Secundario,Servicios,53471.625352654206
30,Secundario,Agricultura,19673.271011175893
23,Secundario,Servicios,24994.760353442623
49,Universitario,Servicios,45589.7267327185
39,Primario,Industria,50030.80937415093
34,Universitario,Servicios,33186.27510283887
52,Universitario,Agricultura,30843.789189893432
47,Secundario,Servicios,47183.374007236634
39,Secundario,Servicios,41977.76956699679
32,Universitario,Servicios,35515.78795104893
53,,Tecnología,57950.39060425032
51,Primario,Industria,47203.88263664785
44,Secundario,Servicios,
63,Universitario,Servicios,
34,Primario,Servicios,39404.00575252534
29,Secundario,Servicios,35117.668164549614
38,Universitario,Industria,37890.49569206097
44,Universitario,Industria,50105.98580007815
47,Secundario,Servicios,40052.52856005262
42,Primario,Servicios,39548.263183435665
48,Universitario,Servicios,45066.16343711441
32,Secundario,Industria,35353.6790019458
59,Primario,Industria,50456.69768517415
44,Primario,Servicios,35474.18179456314
56,Universitario,Agricultura,31128.562298538178
48,Secundario,Industria,
49,Universitario,Agricultura,44646.2262063377
50,Universitario,Servicios,32639.68902197699
49,Secundario,Agricultura,34470.877555802115
51,Secundario,Industria,
58,Secundario,Servicios,43692.31280662472
46,Secundario,Servicios,37947.48778993704
52,Secundario,Industria,42603.1345462167
44,Universitario,Servicios,38531.14697176065
59,Secundario,Servicios,40572.9440919363
38,Universitario,Servicios,26440.31318008579
63,Secundario,Agricultura,
44,Secundario,Industria,48433.54327936817
30,Secundario,Agricultura,27206.64390740432
46,Secundario,Servicios,39316.29875282281
38,Universitario,Servicios,39497.272050862244
53,Secundario,Industria,49097.35862711233
38,Secundario,Industria,45816.07021904526
40,Primario,Servicios,34810.0711965046
26,Secundario,Agricultura,30647.934954295786
40,Secundario,Industria,44283.14290373074
20,Secundario,Servicios,28776.207774423496
29,Universitario,Industria,33519.755645151876
52,Secundario,Industria,48947.82341720683
52,Universitario,Industria,44472.180330022195
49,Secundario,Servicios,37046.86909388602
35,Secundario,Servicios,30738.497486735516
44,Primario,Industria,40335.0602724031
44,Secundario,Servicios,46099.08561206784
33,Secundario,Servicios,38525.35624795361
60,Secundario,Industria,58681.470008577046
53,Primario,Industria,
42,Primario,Servicios,37085.01499964357
45,Secundario,Agricultura,
47,Universitario,Servicios,36017.220491211745
24,Secundario,Industria,32927.4920663337
42,Secundario,Tecnología,61758.33602576624
38,Primario,Servicios,33615.08128759296
34,Secundario,Agricultura,32873.517334776065
42,Secundario,Industria,46216.48355835407
62,Secundario,Servicios,54014.55500841916
51,Secundario,Servicios,34482.2231074411
39,Primario,Tecnología,60636.9329591472
22,Primario,Agricultura,850000.0
